,real,forecast56,forecast84,forecast1092,forecast1456,forecast_averaged
2019-12-05 21:00:00,34.89,33.40279805180529,31.924957361827737,30.316717106542093,30.126355991553982,31.442707127932277
2019-12-05 22:00:00,32.79,31.775712832598714,29.407152163499926,27.475054409616,27.91590148177829,29.143455221873232
2019-12-05 23:00:00,24.94,27.09426706853508,25.02870275944419,20.1573200202738,21.918549259595817,23.54970977696222
2019-12-06 00:00:00,25.18,25.9242117363038,23.06212545166209,21.110345533138545,20.607077883403264,22.675940151126923
2019-12-06 01:00:00,25.03,23.811880702081343,20.046285712131983,19.625900066807137,18.507575418056085,20.497910474769135
2019-12-06 02:00:00,18.77,16.55373445089515,15.238229019752493,17.8260105668551,14.58042655932508,16.049600149206956
2019-12-06 03:00:00,13.6,15.244324372794797,12.110145853743408,15.486358142221384,13.030385832614085,13.967803550343419
2019-12-06 04:00:00,19.14,18.915892168894526,14.669794551176881,15.978576301992884,15.2464455296925,16.202677137939197
2019-12-06 05:00:00,25.16,25.809783796895047,23.272957365567926,20.90241982238476,20.03692061472767,22.505520399893854
2019-12-06 06:00:00,30.67,30.592850641732607,28.862123529830285,30.869055407954754,28.41672629535852,29.685188968719043
